iter	Logloss
638	0.1411840568
639	0.1411233183
640	0.1410806075
641	0.1410653358
642	0.140991427
643	0.1409499123
644	0.1409086866
645	0.1408659876
646	0.1408278121
647	0.140793935
648	0.1407429684
649	0.1407046223
650	0.1406530014
651	0.1405906842
652	0.140555927
653	0.140522366
654	0.1405011669
655	0.1404612642
656	0.1404129886
657	0.1403913382
658	0.1403575456
659	0.1403039889
660	0.1402493197
661	0.1401710746
662	0.1401003972
663	0.1400519634
664	0.1400065648
665	0.1399655698
666	0.139913237
667	0.1398749118
668	0.1398385398
669	0.1397714971
670	0.1397030863
671	0.1396675669
672	0.1395943415
673	0.1395640938
674	0.1395065645
675	0.1394707415
676	0.139423251
677	0.1393591445
678	0.1392949841
679	0.1392671152
680	0.1392328597
681	0.1391577139
682	0.1390987804
683	0.1390608356
684	0.1390310835
685	0.1389627565
686	0.138920365
687	0.1388679711
688	0.1388152071
689	0.1387878823
690	0.1387527482
691	0.1387028586
692	0.1386347504
693	0.13860598
694	0.1385740466
695	0.1385336453
696	0.1385066043
697	0.138452424
698	0.1383993707
699	0.1383596254
700	0.1383062283
701	0.1382712566
702	0.138229537
703	0.138169261
704	0.1381357231
705	0.1380966583
706	0.1380657689
707	0.1380162991
708	0.1379967909
709	0.1379658008
710	0.1379399987
711	0.1378986707
712	0.1378787544
713	0.1378438831
714	0.1378128363
715	0.1377946164
716	0.1377567861
717	0.1377233877
718	0.1376837421
719	0.1376390157
720	0.1375834797
721	0.1375334728
722	0.1374841271
723	0.1374480092
724	0.1373994979
725	0.1373781344
726	0.1373449632
727	0.1372998622
728	0.1372756761
729	0.1372453314
730	0.137209254
731	0.1371655315
732	0.1371240286
733	0.1370794793
734	0.1370248636
735	0.1370015541
736	0.1369410568
737	0.1369120618
738	0.1368623238
739	0.1368125614
740	0.1367765074
741	0.1367225369
742	0.1366599447
743	0.1366366971
744	0.1365870523
745	0.1365639413
746	0.136517769
747	0.1364708908
748	0.1364544646
749	0.1363901605
750	0.1363370587
751	0.1362889661
752	0.1362533645
753	0.1362300486
754	0.1361961059
755	0.1361313111
756	0.1360965228
757	0.1360585993
758	0.136015308
759	0.1359860506
760	0.1359272695
761	0.1358984029
762	0.1358688868
763	0.1358525989
764	0.1358235979
765	0.1357830194
766	0.1357346863
767	0.1357166186
768	0.135686775
769	0.1356725147
770	0.1356211209
771	0.1355391277
772	0.1354977551
773	0.1354518071
774	0.1354014948
775	0.1353587762
776	0.1353228681
777	0.1353033238
778	0.1352399435
779	0.1352140138
780	0.1351698445
781	0.1351324458
782	0.1350895724
783	0.1350442834
784	0.1349844688
785	0.1349690363
786	0.1349478346
787	0.134931569
788	0.1348910711
789	0.1348569822
790	0.134807848
791	0.1347665439
792	0.134706921
793	0.1346689175
794	0.1346172043
795	0.1345547551
796	0.1345038206
797	0.134451914
798	0.1344160893
799	0.1343775564
800	0.1343466646
801	0.1342995222
802	0.1342754405
803	0.1342332242
804	0.1341899459
805	0.1341563966
806	0.1341062515
807	0.134065534
808	0.1340342555
809	0.1339966887
810	0.1339530521
811	0.1339081125
812	0.1338696928
813	0.1338017976
814	0.1337672174
815	0.1337445499
816	0.1337180107
817	0.1336796254
818	0.1336622034
819	0.1336082917
820	0.1335538256
821	0.1335048626
822	0.1334751585
823	0.1334133876
824	0.1333681742
825	0.1333315959
826	0.1333066299
827	0.1332578809
828	0.1332246353
829	0.1331909971
830	0.1331211443
831	0.133090932
832	0.1330428861
833	0.1330116489
834	0.132994112
835	0.1329379976
836	0.1328850282
837	0.1328072413
838	0.1327519342
839	0.13272211
840	0.1326515678
841	0.1326224047
842	0.132569328
843	0.1325096248
844	0.1324641657
845	0.1324213782
846	0.1323694025
847	0.1323443986
848	0.132304285
849	0.1322342077
850	0.1321911724
851	0.1321277931
852	0.1320912142
853	0.1320394017
854	0.1319917557
855	0.1319721534
856	0.131931768
857	0.1318898063
858	0.1318546751
859	0.1318295735
860	0.1317691104
861	0.1317199916
862	0.1316667707
863	0.1316202104
864	0.1316020105
865	0.1315557409
866	0.1315185804
867	0.1314457502
868	0.1313925027
869	0.1313510845
870	0.1313088855
871	0.1312849069
872	0.131226638
873	0.131172159
874	0.1311068779
875	0.1310632276
876	0.131008297
877	0.1309578706
878	0.1309278742
879	0.1308777129
880	0.1308271104
881	0.1307820476
882	0.130733378
883	0.130673081
884	0.1306343483
885	0.1305939008
886	0.1305348963
887	0.130498961
888	0.1304747364
889	0.1304557006
890	0.1304244465
891	0.1304071383
892	0.1303551414
893	0.1302985652
894	0.1302652267
895	0.1302364789
896	0.1301953265
897	0.1301771955
898	0.130134157
899	0.1300985312
900	0.1300619203
901	0.1300153332
902	0.1299694316
903	0.1299204696
904	0.1298731056
905	0.1298395532
906	0.1298037546
907	0.1297821156
908	0.1297369921
909	0.1297150072
910	0.1296843881
911	0.1296676815
912	0.1296268671
913	0.1296013979
914	0.1295256856
915	0.1294936078
916	0.1294521966
917	0.1294387204
918	0.1293994758
919	0.1293659549
920	0.129313782
921	0.129269525
922	0.1292165451
923	0.1291663258
924	0.1291370098
925	0.1290872905
926	0.1290524175
927	0.129031743
928	0.1290066259
929	0.1289843835
930	0.1289554522
931	0.1289226455
932	0.1288920514
933	0.128843416
934	0.128822165
935	0.1287900856
936	0.1287447643
937	0.1286892717
938	0.1286520771
939	0.1286432565
940	0.1286137885
941	0.1285799805
942	0.1285432063
943	0.1285169019
944	0.1284848293
945	0.1284472604
946	0.1284008012
947	0.128376158
948	0.1283471261
949	0.1282995564
950	0.128261106
951	0.12820656
952	0.1281745614
953	0.1281571178
954	0.1280878376
955	0.1280535455
956	0.1280181147
957	0.1279666505
958	0.1279391154
959	0.1279169895
960	0.1278853645
961	0.1278434139
962	0.1277922895
963	0.1277504244
964	0.1277172399
965	0.1276998589
966	0.127653976
967	0.1276212364
968	0.1275824789
969	0.1275518234
970	0.1275035831
971	0.1274754537
972	0.127433508
973	0.1273810966
974	0.1273565794
975	0.1273244374
976	0.1272924612
977	0.1272738632
978	0.1272660321
979	0.1272502544
980	0.1271901413
981	0.1271490551
982	0.1271153924
983	0.1270851216
984	0.1270401769
985	0.1269915941
986	0.1269629137
987	0.1269302501
988	0.1268975696
989	0.1268529418
990	0.1268182087
991	0.1267847642
992	0.1267658822
993	0.1267240316
994	0.1266879488
995	0.1266423268
996	0.126615103
997	0.1265618923
998	0.1265231421
999	0.1264570643
